457 9803
161 83 46
429 264 46
85 121 59
40 432 82
214 305 36
340 52 97
114 99 96
130 118 4
444 2 7
178 356 93
341 290 26
152 109 92
184 43 46
189 298 98
295 258 53
347 392 13
433 105 90
218 457 11
53 438 73
59 307 80
213 255 66
27 221 57
291 164 42
11 189 78
145 269 55
186 152 50
116 451 6
406 206 39
13 447 91
307 332 100
265 245 81
421 218 23
303 15 57
184 287 74
433 123 1
452 457 40
441 310 37
296 452 82
5 414 26
47 55 49
27 54 6
177 46 57
383 239 54
335 84 73
72 277 93
11 113 22
336 88 87
361 405 62
89 312 19
406 247 8
401 332 6
427 186 36
371 101 34
398 302 28
158 405 75
118 10 84
23 303 59
83 405 75
293 305 80
447 160 81
30 369 30
145 7 86
118 368 37
26 179 28
221 425 2
54 102 11
222 312 88
285 386 34
436 163 1
424 397 58
21 279 18
374 372 19
204 7 62
413 86 18
205 73 85
138 251 19
8 273 91
150 428 49
154 123 16
349 274 8
110 28 8
128 401 26
360 446 86
415 26 91
323 381 36
35 414 3
62 212 74
447 5 24
172 362 26
233 264 74
364 203 72
79 447 23
317 295 6
247 156 92
4 451 68
338 439 83
71 265 53
287 446 13
203 220 4
176 253 55
87 266 40
199 112 3
156 375 79
58 85 41
211 160 53
240 301 32
17 322 81
104 437 60
82 150 43
400 280 100
343 197 53
430 387 37
374 415 4
226 435 62
190 65 90
389 428 24
128 369 47
369 139 76
436 369 32
107 337 41
377 146 32
334 400 31
72 181 68
289 207 83
399 146 36
133 356 40
93 257 76
300 47 99
290 308 15
135 392 73
173 122 17
247 368 9
195 166 34
77 309 77
152 137 69
431 117 8
259 366 22
355 28 90
449 224 65
145 439 39
113 174 75
313 144 73
236 17 91
450 76 50
416 335 16
435 445 46
224 289 52
378 385 92
146 268 69
329 39 98
107 87 75
280 151 7
406 67 8
255 265 99
54 296 20
152 203 52
49 7 41
112 368 81
250 408 47
261 135 63
138 421 58
379 243 24
338 287 88
204 231 57
289 428 36
149 147 99
221 7 78
107 11 46
43 398 7
311 86 21
317 216 40
209 397 52
10 189 64
386 420 60
157 454 69
423 260 3
46 272 7
256 447 59
40 278 6
56 178 29
381 447 90
307 391 39
178 2 48
104 254 90
445 264 11
132 117 49
268 311 99
291 142 4
351 80 100
438 260 22
158 391 58
281 357 8
401 252 53
313 337 28
391 336 86
278 44 69
391 309 75
65 207 37
23 142 91
231 381 68
329 215 31
453 232 68
55 445 100
456 295 69
74 271 48
415 225 14
43 335 15
293 163 11
281 255 13
232 60 65
410 189 93
381 183 39
205 153 90
214 395 45
349 228 27
168 442 51
30 167 59
158 242 56
156 138 51
240 355 92
194 430 17
160 78 56
142 252 89
309 232 88
332 355 27
374 275 27
345 96 77
421 221 43
292 220 71
45 412 95
256 45 9
30 6 86
411 434 3
368 405 52
35 11 100
153 216 30
205 66 34
365 255 82
447 70 22
181 304 98
24 337 50
60 390 60
291 449 59
52 47 73
401 218 22
257 25 15
369 279 15
364 248 24
355 303 5
185 263 24
50 394 92
348 290 33
146 158 24
325 231 89
33 335 22
178 254 63
73 264 30
28 12 2
304 171 27
24 450 32
125 206 41
455 384 52
198 82 87
216 300 3
146 79 22
347 212 9
426 265 69
297 70 9
132 382 38
404 131 54
27 337 15
204 311 73
342 162 7
225 120 39
229 294 97
417 92 75
100 374 34
340 82 30
138 329 23
444 207 35
336 159 77
6 398 71
250 3 57
120 422 78
288 216 4
100 454 51
216 21 22
109 79 24
218 185 50
51 371 37
415 13 96
220 139 87
10 395 52
83 180 20
282 277 84
84 376 94
159 365 61
391 109 24
118 373 54
29 418 25
344 62 54
432 130 69
37 49 95
212 456 48
409 84 52
144 110 82
429 53 21
405 181 20
112 35 49
328 226 73
454 118 52
227 145 15
393 149 27
446 98 83
139 390 44
123 101 44
239 148 52
298 313 74
188 448 18
295 247 54
128 20 50
436 116 99
431 314 78
432 343 66
252 116 55
147 380 76
273 153 25
196 133 84
283 111 64
261 17 50
88 224 1
31 109 26
172 66 30
422 269 87
225 129 97
363 168 33
106 48 85
36 196 45
94 81 93
16 286 25
25 406 63
152 268 81
310 416 53
422 391 58
29 288 86
117 214 55
419 7 99
314 136 47
136 94 100
28 424 71
107 301 58
434 351 55
450 313 5
442 140 30
410 372 46
291 331 6
244 199 50
74 92 8
81 331 13
7 61 23
313 333 43
376 432 69
421 414 43
43 54 73
129 232 64
178 80 55
96 145 65
439 37 95
361 276 94
212 436 50
249 333 76
235 54 21
44 316 95
46 355 79
328 386 59
418 156 75
68 368 57
366 59 40
101 242 84
425 443 38
254 197 28
64 113 67
106 132 43
47 94 59
44 309 51
351 188 23
391 43 53
410 220 7
225 450 93
355 243 79
172 269 58
265 82 34
266 438 89
158 283 89
321 79 38
256 104 23
27 328 89
352 146 33
140 218 7
232 210 85
351 213 45
210 455 47
152 120 72
34 100 57
431 260 54
361 122 18
275 271 98
14 24 98
12 315 2
362 392 52
171 215 75
183 118 91
33 401 21
165 50 13
206 34 39
175 227 100
29 180 69
390 352 16
402 4 71
298 155 4
92 12 2
357 127 76
29 182 41
393 92 80
163 89 9
58 398 19
115 317 87
60 58 19
214 33 73
400 147 19
118 76 8
185 347 74
377 11 30
121 173 46
6 94 86
216 62 12
113 261 12
175 275 56
450 442 20
293 53 67
87 208 58
380 328 20
137 5 67
188 157 38
313 337 62
125 277 94
96 41 33
292 164 16
264 369 47
228 111 15
145 165 78
198 406 50
151 131 12
398 379 1
420 73 87
250 410 59
285 256 47
116 341 19
68 17 97
281 408 2
120 269 65
240 402 13
62 426 4
6 161 63
117 197 74
269 150 57
364 79 85
26 40 30
281 138 5
142 385 81
44 265 30
139 277 89
363 264 68
40 204 31
84 439 38
305 9 30
170 155 17
430 228 96
154 340 12
269 184 80
87 133 28
247 263 6
307 442 84
273 385 40
137 448 75
447 1 30
183 414 76
200 366 11
133 417 38
273 330 75
213 167 38
255 163 40
126 193 78
69 403 80
186 103 52
316 373 64
375 109 3
41 170 39
8 175 97
81 337 85
224 234 29
88 232 77
1 337 49
89 145 77
411 45 59
82 146 62
209 156 44
286 285 41
54 25 21
108 224 75
419 72 78
358 433 51
228 186 9
8 137 34
72 437 81
217 307 56
399 301 39
309 127 77
73 87 11
118 47 64
424 401 68
160 116 53
89 337 48
63 437 61
326 411 9
369 260 11
312 244 58
350 344 24
265 393 91
48 326 39
370 100 55
132 427 22
30 345 64
241 272 46
9 405 28
70 425 79
18 110 56
86 396 85
345 216 65
306 330 77
265 164 63
346 342 71
37 171 12
340 137 39
342 207 1
351 260 40
212 36 73
155 241 60
197 292 25
132 404 60
449 179 51
42 424 1
303 109 57
265 199 68
418 400 96
298 260 32
271 414 83
287 36 28
411 213 24
427 22 84
238 155 40
133 22 24
269 97 5
287 313 96
315 399 21
193 187 32
307 130 15
403 109 49
260 230 77
185 312 43
331 269 22
10 366 10
454 410 96
276 339 77
242 281 31
74 329 41
135 436 100
394 2 70
61 335 35
100 224 44
30 126 80
281 152 70
168 417 17
137 72 55
282 3 13
435 342 10
340 330 4
238 16 76
56 154 1
352 438 80
249 3 12
376 450 98
302 156 54
117 343 89
258 100 25
431 358 41
331 132 50
355 382 2
56 298 74
364 324 31
181 295 3
104 194 60
172 149 57
144 75 6
343 126 84
205 106 74
440 286 28
87 228 11
421 7 54
326 112 75
384 334 13
166 274 79
20 223 78
364 407 76
124 253 62
264 19 59
353 187 90
316 63 63
400 74 90
12 441 79
194 63 36
288 113 18
397 298 14
399 248 14
318 50 22
407 88 84
115 431 74
305 333 63
238 431 21
308 142 66
13 405 37
328 164 69
357 129 43
31 41 29
8 137 80
63 213 4
174 54 40
277 14 42
418 338 90
173 61 18
11 359 27
339 353 81
233 48 52
165 299 35
262 70 10
269 320 65
33 45 15
354 384 97
72 4 30
372 184 20
304 234 87
326 270 6
293 387 100
127 144 82
173 365 82
299 148 96
326 421 77
62 264 98
131 185 24
142 60 9
440 254 30
374 9 81
302 21 68
222 118 33
311 176 55
240 387 2
363 180 32
10 285 93
450 386 42
364 148 71
77 89 79
66 32 49
209 245 92
14 401 19
110 126 14
44 376 75
287 240 25
73 14 26
260 22 87
79 158 76
369 149 62
279 414 73
126 49 25
277 371 63
154 87 24
90 451 6
345 323 14
426 284 11
416 395 39
396 375 85
316 332 87
87 412 84
409 202 26
156 85 89
344 206 73
265 85 33
310 8 10
390 312 36
141 152 87
78 70 85
400 356 6
210 373 74
179 167 16
380 246 49
271 422 50
428 198 39
243 316 50
171 107 45
206 253 56
198 5 51
314 302 98
9 143 5
112 171 78
61 311 39
301 125 73
301 190 8
228 6 44
189 218 73
160 195 11
340 162 82
227 193 75
212 378 35
269 158 36
34 133 24
66 434 64
87 435 75
258 37 41
131 140 11
247 64 12
372 78 37
272 149 18
202 425 20
13 306 99
28 141 55
144 383 2
65 85 48
349 83 79
134 315 60
100 426 59
412 235 82
328 429 4
267 257 17
285 94 27
97 433 50
211 210 85
119 96 29
177 440 38
15 104 60
60 8 68
400 71 2
203 353 11
246 357 72
130 134 25
203 106 87
207 170 22
55 422 86
456 94 64
168 24 41
341 171 27
375 340 50
148 363 79
59 280 85
185 110 89
307 234 85
225 2 78
434 424 65
338 165 65
1 228 1
91 244 97
417 352 58
274 188 60
80 53 85
212 247 67
21 392 72
188 247 58
355 193 67
334 323 25
456 191 39
81 36 36
273 373 72
311 248 22
444 252 32
302 347 12
436 197 2
60 390 81
339 42 25
71 131 43
280 227 28
390 239 68
89 194 53
441 236 74
350 280 16
211 278 29
16 232 24
362 114 45
139 240 36
243 436 76
222 381 2
344 144 100
133 198 95
307 180 88
389 408 41
406 188 77
337 224 43
132 211 80
434 242 26
12 40 78
379 423 26
97 176 65
449 307 70
42 273 87
426 137 53
51 206 31
417 351 95
62 257 61
405 301 15
257 429 43
87 139 47
425 392 42
180 336 100
427 119 27
252 358 22
306 173 74
186 60 30
418 23 22
5 82 71
139 308 96
289 258 29
131 179 78
63 402 69
329 94 62
398 370 95
342 315 4
349 220 80
446 294 48
65 253 54
152 423 4
25 165 94
43 229 61
92 409 1
66 231 89
294 131 54
268 18 42
117 45 33
321 214 100
444 224 13
73 209 94
173 405 77
30 194 51
457 334 33
196 237 19
141 275 1
398 334 90
228 453 28
443 409 51
411 239 2
25 149 12
312 111 48
373 98 10
168 302 43
96 374 15
174 24 68
396 354 57
75 309 48
291 206 45
217 5 89
36 314 23
330 165 79
210 95 27
96 422 69
310 36 25
395 133 88
220 153 41
253 240 10
21 264 45
289 197 70
180 140 27
422 445 97
434 82 97
109 160 51
180 457 12
79 127 25
297 128 55
340 242 67
403 207 19
25 225 74
20 126 7
287 381 88
407 108 46
54 302 16
18 32 24
339 76 48
326 177 28
108 42 97
406 11 54
423 118 72
359 404 62
306 17 5
381 50 66
79 175 98
217 336 30
52 138 76
65 230 75
304 185 69
297 118 96
337 178 32
83 237 39
157 6 29
75 40 99
194 122 6
221 188 81
93 76 58
416 91 98
217 10 57
117 228 39
302 154 19
28 103 32
360 301 78
407 384 52
13 293 27
140 138 84
26 206 72
61 31 65
448 331 2
35 377 94
349 18 12
5 32 22
116 413 82
425 421 85
278 205 14
194 442 4
202 349 2
305 346 64
310 222 22
392 250 1
250 218 76
57 363 29
200 325 10
154 6 60
446 262 95
440 158 49
305 25 26
84 160 75
397 8 18
416 179 23
338 155 67
93 445 22
262 251 27
300 364 59
284 167 93
394 186 14
418 257 46
457 298 63
137 144 89
385 133 40
419 445 61
81 67 60
273 350 20
35 427 99
120 74 78
257 146 98
138 390 33
456 141 77
433 211 70
37 139 20
326 158 52
366 279 73
201 123 72
358 152 22
316 355 52
218 358 64
67 356 67
289 172 93
198 11 83
192 13 44
146 248 83
83 214 71
232 297 86
167 399 11
155 110 98
412 287 14
348 216 68
310 358 67
100 430 63
194 145 86
282 201 4
411 226 16
252 254 37
172 401 96
115 332 9
315 125 27
350 118 13
319 146 14
275 211 95
40 330 16
204 225 54
382 347 54
188 275 15
393 129 90
383 20 63
303 395 33
206 219 52
374 253 22
95 404 73
333 95 66
273 364 83
392 26 66
26 197 4
262 340 39
230 125 24
221 6 19
257 168 58
6 286 97
389 364 83
291 263 69
363 72 95
124 298 12
86 437 98
249 232 56
204 44 7
87 165 97
167 384 35
389 296 94
448 309 51
386 273 64
385 15 88
315 280 71
139 373 46
151 166 71
39 9 83
17 310 92
236 196 13
383 119 77
249 422 47
198 421 50
215 331 92
203 18 34
402 36 45
392 92 19
83 448 14
407 151 47
289 295 94
317 135 91
3 44 3
158 17 39
58 444 95
59 407 4
453 337 89
140 192 7
191 196 13
69 270 7
282 81 91
20 60 53
414 415 30
238 149 10
114 72 67
27 203 11
152 453 76
418 378 90
393 90 56
377 178 62
431 100 58
369 51 61
46 238 78
410 215 56
325 189 4
330 412 23
140 153 80
54 325 87
123 371 100
321 133 72
446 431 76
114 422 73
108 91 1
63 455 74
433 334 27
36 178 60
217 328 64
410 95 99
453 247 5
390 68 62
61 441 23
68 129 96
185 378 99
408 56 89
155 248 1
167 380 12
347 228 33
128 130 90
92 258 67
259 448 92
239 294 9
145 425 72
216 115 83
338 174 51
354 123 88
238 208 41
64 85 1
387 293 80
61 102 29
89 343 84
100 188 95
255 333 86
173 4 86
176 68 6
210 412 82
411 213 35
218 420 16
135 48 10
61 277 43
88 103 91
30 261 56
225 385 90
93 187 44
231 167 53
200 442 53
452 198 53
291 434 5
451 225 64
8 433 77
124 454 56
289 295 58
65 426 95
421 332 73
78 346 27
250 106 94
333 79 43
321 435 65
281 426 96
143 344 96
423 128 61
228 28 30
350 211 7
33 370 92
69 348 36
439 371 33
294 203 57
202 192 99
169 273 50
330 230 54
149 443 17
169 41 83
168 215 46
90 52 86
48 390 96
81 84 87
448 193 42
230 190 72
25 290 59
239 433 79
427 301 20
256 35 56
326 409 88
22 392 51
442 152 29
342 251 11
371 167 76
226 430 13
247 50 33
118 318 91
413 402 26
241 454 67
270 80 37
350 103 57
303 248 37
188 144 27
20 184 15
221 412 7
108 23 53
26 191 51
42 371 25
218 115 19
410 127 93
39 411 49
11 292 95
407 147 39
175 388 34
205 329 75
427 193 47
127 101 53
440 9 66
422 275 69
182 139 57
335 331 4
202 91 10
340 234 86
102 303 56
27 191 38
151 83 45
284 192 75
411 429 56
279 224 60
127 204 77
324 102 37
176 424 61
264 232 24
386 166 21
22 417 83
272 401 4
331 410 54
126 69 46
219 207 31
117 243 88
170 55 63
144 141 95
245 320 99
163 73 59
153 228 76
180 419 17
374 455 77
429 23 3
416 359 56
416 52 24
270 335 34
408 194 23
139 412 7
84 385 100
204 65 68
122 413 36
60 182 58
76 349 43
362 383 83
180 261 39
261 302 17
421 385 73
87 330 24
180 35 82
410 34 38
304 100 31
312 286 80
365 225 5
81 158 25
97 281 47
61 315 70
221 105 14
174 122 29
454 285 80
380 338 48
142 166 93
228 261 44
213 220 3
417 231 63
17 18 17
400 194 25
436 182 7
416 228 14
417 316 88
43 155 81
115 54 26
101 169 12
261 3 2
369 61 81
124 377 14
2 296 88
273 339 14
247 291 35
160 18 8
113 391 80
255 390 24
415 120 24
162 247 49
321 287 62
117 81 40
455 398 38
221 371 12
147 134 11
407 178 88
71 40 59
102 262 6
148 200 89
23 231 78
86 427 63
326 302 42
405 259 86
167 191 15
308 124 81
228 435 1
180 372 15
17 47 76
281 48 65
20 153 19
353 40 25
291 243 27
327 174 60
110 88 47
97 91 30
32 23 18
448 397 42
254 209 67
344 336 58
7 264 75
225 262 1
239 414 95
333 387 44
398 372 19
92 156 57
448 276 10
345 188 1
76 418 43
357 191 37
254 90 68
373 288 55
188 26 9
414 268 9
419 208 34
432 200 27
153 105 38
115 430 88
177 405 92
19 194 26
351 440 10
275 127 69
382 35 25
62 273 86
313 65 18
225 202 18
372 240 82
405 342 59
201 186 59
362 404 57
278 398 47
257 417 16
428 72 48
435 278 21
223 21 65
86 138 65
434 271 49
12 94 49
367 287 14
431 207 77
16 260 63
399 193 89
307 428 32
44 162 41
223 371 77
323 370 40
40 186 35
439 142 78
240 448 6
110 40 38
317 93 97
153 446 60
162 6 77
266 448 54
218 275 93
182 145 35
353 57 25
381 414 95
152 154 14
8 213 17
298 267 40
450 387 11
95 153 56
199 455 48
120 345 83
320 389 97
24 23 99
13 263 20
207 225 54
167 250 84
78 380 36
275 450 95
181 237 36
309 339 48
408 84 81
265 165 91
64 443 98
96 402 65
355 200 31
374 176 23
381 257 66
395 406 13
293 17 12
168 87 33
313 131 93
71 52 100
455 450 91
303 429 1
98 406 12
350 73 17
122 200 61
317 37 87
221 451 61
85 262 98
217 243 16
208 304 58
200 337 2
172 380 89
444 336 40
365 65 11
283 323 80
78 432 13
57 156 84
177 217 56
179 382 77
372 215 39
19 404 62
23 439 45
97 275 47
325 81 22
113 86 61
189 193 25
335 366 3
273 135 86
190 88 74
126 102 37
307 67 57
450 200 80
131 382 12
282 338 35
274 122 76
74 4 12
396 417 98
435 164 71
386 294 52
305 34 80
346 245 22
298 345 83
170 11 20
418 170 64
416 23 2
30 55 54
173 107 17
150 103 52
46 98 26
435 164 83
43 330 7
217 375 48
320 405 90
132 177 89
441 196 5
426 252 13
175 389 3
346 146 58
219 104 87
177 321 63
82 436 63
352 455 81
420 199 41
384 48 17
121 180 1
208 250 99
75 356 57
91 327 100
23 78 70
150 19 4
154 445 65
107 446 77
90 60 91
411 8 68
163 46 84
277 349 11
426 293 30
184 403 50
136 33 94
172 419 31
269 260 37
5 420 77
67 242 68
270 233 80
159 366 63
300 176 45
146 336 48
441 236 82
185 220 25
109 70 78
263 111 49
222 316 65
244 170 54
163 107 90
233 66 23
345 96 18
415 186 22
339 254 7
342 440 16
170 203 52
99 254 88
125 223 44
178 340 77
314 226 92
2 325 22
270 198 17
138 381 40
352 442 94
248 293 69
269 444 73
133 69 18
46 456 3
196 141 47
75 59 72
92 163 39
220 85 32
296 194 66
149 420 46
453 266 68
1 310 94
449 394 34
179 303 90
399 299 34
288 233 17
441 47 95
97 401 80
61 164 82
179 9 27
50 63 38
399 266 80
328 413 33
354 282 88
368 135 93
259 30 46
457 199 3
323 321 51
355 152 13
41 261 31
155 147 88
78 234 89
196 400 77
453 325 3
283 352 4
298 68 100
366 302 77
129 244 64
116 297 15
275 372 78
363 52 81
29 2 14
445 300 31
452 192 54
352 400 62
114 382 58
202 301 10
302 85 68
423 118 50
107 350 85
154 446 59
406 293 88
35 137 20
173 160 37
120 166 26
195 75 86
225 273 52
288 28 5
103 395 45
389 239 7
282 12 96
313 189 40
287 29 88
227 85 37
2 249 90
113 345 88
164 263 29
399 85 68
4 445 12
163 86 42
43 186 76
115 187 61
45 65 59
75 140 100
84 392 17
291 209 47
116 439 16
58 414 13
404 322 74
270 341 96
305 32 4
50 335 54
330 141 73
14 409 100
308 99 38
277 455 65
434 395 3
159 376 85
137 284 78
110 71 43
57 320 80
232 456 87
337 325 76
265 133 22
229 409 67
288 45 69
129 180 3
457 305 40
45 179 60
386 11 42
94 155 73
47 361 54
63 322 22
129 355 3
318 280 32
52 216 59
393 357 48
326 264 72
188 399 35
341 97 72
274 136 10
290 135 44
10 442 39
196 227 32
262 389 59
147 430 88
65 367 8
456 193 74
355 206 42
204 90 20
337 457 96
269 176 12
103 288 64
77 363 74
276 88 58
263 420 69
303 59 76
453 426 74
352 3 35
148 214 22
135 267 7
454 254 29
83 317 48
178 198 46
269 388 87
234 453 66
210 409 63
265 444 7
118 168 65
72 354 46
124 433 25
429 231 79
173 132 38
245 411 2
165 291 92
106 30 44
268 125 75
69 166 69
328 323 3
89 121 86
238 94 44
226 210 19
394 161 86
62 320 41
343 454 20
375 297 45
65 307 69
71 56 26
344 75 62
237 139 87
66 351 56
131 242 96
359 42 16
113 322 42
188 189 64
93 215 64
394 287 43
252 154 18
398 43 68
137 144 53
202 446 83
305 412 68
422 386 19
298 307 69
381 402 51
8 397 46
248 118 39
134 364 51
114 432 70
154 121 90
8 190 16
429 33 9
267 220 6
321 333 43
421 391 14
234 346 6
404 346 38
95 8 99
418 164 9
285 115 49
64 312 53
95 341 30
380 388 45
349 144 81
355 97 18
431 123 86
142 247 82
147 368 60
1 159 81
186 150 12
25 208 88
202 254 12
403 428 5
252 388 49
392 349 71
323 59 92
168 431 35
416 273 52
403 120 97
97 399 74
215 378 53
187 223 14
150 436 31
272 343 19
200 90 30
353 435 32
415 300 71
92 434 63
203 430 20
205 154 34
315 401 39
103 406 82
70 164 87
165 118 86
401 431 48
268 354 3
334 82 73
403 116 42
423 264 72
91 199 44
114 19 72
375 233 16
121 278 52
57 118 80
416 443 56
286 399 14
388 227 29
290 326 14
59 372 29
432 278 95
432 221 92
164 345 42
187 217 42
128 185 23
34 299 20
115 55 24
171 386 1
9 331 36
83 289 8
433 175 98
4 127 54
453 372 33
160 16 26
340 100 52
16 125 63
46 441 43
249 330 98
174 336 41
456 322 41
288 349 70
147 40 37
274 294 5
379 72 29
62 83 37
370 338 75
326 201 72
361 122 14
233 110 37
210 62 27
343 401 92
19 154 36
239 338 66
218 109 5
348 67 39
420 56 47
381 3 58
140 126 90
424 226 62
32 341 76
139 234 100
349 10 54
431 40 34
379 311 20
172 245 38
360 30 70
165 341 49
322 81 79
423 415 100
121 4 43
352 71 67
90 162 56
379 455 19
67 392 61
391 193 24
105 130 60
159 6 62
294 208 61
118 164 68
108 397 68
443 158 27
350 351 78
144 110 97
298 433 17
169 457 25
403 228 38
388 380 15
179 192 21
452 360 35
327 360 50
131 226 66
128 266 7
71 366 10
362 402 78
320 325 10
197 207 69
214 323 16
447 116 67
133 171 16
105 226 3
257 239 99
398 224 71
290 154 6
422 326 38
116 157 77
328 453 86
287 136 78
400 123 45
373 298 75
238 303 46
202 427 15
141 278 8
101 408 70
254 204 53
26 23 33
166 120 22
192 153 62
45 405 88
312 32 21
372 259 84
342 167 19
277 238 98
95 360 17
140 401 76
12 87 61
321 83 99
276 11 15
414 124 97
64 7 20
316 213 37
290 271 23
142 241 2
16 25 80
203 393 37
11 140 75
114 206 21
319 421 42
203 247 56
42 61 49
356 287 8
313 8 98
184 373 70
447 72 40
379 313 13
5 100 100
225 252 88
454 15 91
282 378 14
147 258 36
450 416 38
20 354 10
322 423 50
292 15 16
172 166 31
351 362 32
280 137 31
66 229 65
441 321 50
338 423 49
177 319 10
292 284 10
107 385 96
40 424 77
81 373 80
42 103 42
155 234 6
299 340 23
404 186 95
243 266 73
76 433 29
132 130 19
223 269 42
353 226 91
132 53 63
316 72 83
57 45 60
448 96 44
44 273 14
411 24 81
352 133 66
351 403 94
33 358 37
336 307 60
245 25 38
230 27 24
439 103 44
95 260 20
240 90 5
47 82 46
113 295 85
283 84 82
14 395 87
217 425 80
213 416 30
329 313 48
24 104 86
150 206 27
439 296 93
103 12 41
45 268 74
107 88 50
360 169 15
48 130 45
246 88 27
435 97 72
120 299 11
16 165 70
196 26 41
120 110 78
211 202 40
233 442 68
339 213 86
390 403 9
170 93 22
105 451 40
80 62 25
438 121 58
331 272 44
153 127 46
132 260 60
87 324 96
259 139 40
122 437 26
207 152 60
224 197 32
246 447 30
209 123 52
6 385 73
368 457 66
107 189 27
260 330 51
12 145 11
317 212 38
225 288 51
451 253 16
146 180 50
55 339 24
105 358 78
134 179 50
142 381 75
175 143 14
26 126 87
217 291 14
208 328 72
216 203 84
308 164 21
185 89 36
92 45 33
264 86 88
2 361 24
337 85 74
65 379 72
334 384 56
109 63 54
224 153 34
366 43 93
76 238 73
191 295 23
198 220 50
254 416 7
205 225 1
246 261 21
200 46 40
285 391 53
128 23 69
11 269 15
206 365 67
344 252 51
229 151 28
75 102 93
368 48 39
369 446 15
443 113 80
9 431 71
231 166 61
305 109 35
241 402 11
457 311 11
93 190 82
113 231 34
124 83 41
128 235 76
440 278 100
329 125 67
229 454 26
124 164 55
285 414 39
37 376 11
138 17 16
25 86 7
343 294 43
345 271 47
147 222 84
350 77 67
166 383 67
307 317 90
74 190 51
429 416 21
272 166 87
109 29 53
438 437 5
1 422 93
137 399 60
412 137 70
102 36 61
320 244 14
65 30 59
56 196 2
238 102 18
27 311 70
376 93 21
281 222 5
220 334 87
245 348 58
99 66 95
302 331 63
15 165 76
278 425 91
334 241 27
180 298 72
444 113 78
229 59 51
279 55 31
295 147 53
34 240 87
221 143 66
338 403 59
435 255 94
433 219 98
365 150 68
91 303 80
366 242 46
215 180 90
111 391 52
95 119 26
450 378 48
75 79 43
2 122 34
436 8 21
293 196 7
281 107 91
14 187 22
451 241 31
345 84 35
7 256 22
217 280 38
42 163 18
222 162 13
315 134 81
179 87 47
70 352 19
34 402 64
413 209 66
260 68 9
304 176 3
430 306 85
298 360 82
157 410 15
346 345 40
61 275 37
221 65 14
305 400 34
341 204 48
163 283 21
55 152 84
395 445 6
207 357 85
357 117 78
4 332 58
130 425 80
303 162 54
437 140 77
99 91 86
94 184 53
433 371 69
250 136 72
428 130 90
208 164 12
24 93 38
48 140 12
239 46 33
281 351 26
375 127 50
362 4 24
447 338 7
310 328 91
263 142 48
381 317 73
398 358 22
278 118 63
270 394 39
196 289 11
454 295 48
69 354 7
408 280 77
289 251 25
122 207 86
372 166 10
256 182 1
53 330 88
120 124 97
81 155 46
337 402 40
281 32 86
119 268 66
161 402 70
79 80 65
415 108 22
150 323 10
327 360 64
75 394 5
291 265 51
169 175 80
289 260 31
382 12 27
221 99 47
29 90 11
113 12 90
15 217 21
231 444 14
364 140 90
205 176 33
81 394 14
433 195 40
268 34 76
368 82 48
333 4 78
189 429 24
38 66 36
272 131 9
332 79 88
219 264 60
455 211 20
172 123 40
202 72 45
378 219 6
254 9 26
391 338 82
236 122 47
46 428 15
109 151 17
50 143 70
136 420 28
21 227 28
265 454 4
91 64 41
306 449 2
334 386 52
144 376 77
254 175 49
140 159 55
61 401 96
20 11 40
86 103 90
358 199 57
327 205 1
289 239 39
123 254 83
78 267 76
235 300 78
279 229 82
150 357 63
243 405 28
175 38 12
13 20 39
32 431 53
7 248 4
304 310 27
308 317 84
153 31 39
316 257 72
156 377 24
313 115 17
358 427 6
295 449 98
199 106 54
367 185 9
346 443 19
412 283 92
83 351 25
49 143 32
240 174 27
302 290 78
410 241 40
117 265 28
321 214 6
258 428 14
117 151 90
26 175 57
433 240 70
335 457 1
443 145 66
402 442 65
143 148 79
256 48 87
256 333 10
322 301 86
424 410 48
331 30 22
93 282 27
451 62 30
451 167 71
180 364 90
226 210 76
291 238 80
454 212 63
182 354 70
364 93 25
365 219 51
125 401 81
113 194 83
287 323 17
212 385 88
117 217 97
40 218 65
410 126 82
369 329 24
420 213 57
62 411 12
147 207 21
449 394 85
76 281 42
326 67 11
346 221 11
158 9 19
205 176 65
220 131 53
12 143 58
232 286 82
103 326 99
263 316 43
114 82 27
75 411 32
276 148 24
92 80 47
217 304 37
448 309 8
116 145 86
244 89 78
342 33 18
218 380 54
141 111 5
453 199 57
380 444 63
215 285 45
232 206 12
427 373 16
210 86 66
356 238 16
409 341 72
71 197 10
145 209 18
29 431 97
170 44 56
180 391 92
416 323 28
247 207 63
151 63 77
171 280 83
191 250 24
250 274 31
311 316 20
86 31 14
226 360 24
119 340 98
342 143 43
240 118 20
284 40 55
191 330 68
205 4 63
12 407 65
432 258 19
148 73 67
394 248 75
40 283 68
277 385 16
300 154 13
173 400 65
435 88 5
380 231 50
41 141 89
93 14 57
413 123 32
289 215 69
144 217 32
236 325 61
386 3 33
166 102 61
263 267 52
399 303 65
108 295 30
101 408 3
144 233 81
330 301 7
345 62 77
251 191 19
287 442 46
365 246 62
155 43 86
166 375 35
51 431 30
161 350 93
267 9 18
2 413 24
219 117 87
134 339 1
93 11 27
58 2 56
83 333 68
429 234 51
372 452 58
39 332 90
286 214 69
31 134 63
19 329 24
214 181 6
23 97 26
344 397 99
444 318 54
212 115 3
237 250 93
397 103 40
447 326 2
399 22 33
36 15 93
216 223 88
168 252 81
247 268 92
333 270 30
